STATE,STATEFP,COUNTYFP,COUNTYNAME,PLACEFP,PLACENS,PLACENAME,TYPE,CLASSFP,FUNCSTAT
PA,42,27,Centre County,62280,1215060,Port Matilda borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,62384,2805544,Potters Mills CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,63349,2389723,Ramblewood CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,63688,2389731,Rebersburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,66688,2805556,Runville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,67872,2390255,Sandy Ridge CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,71600,1215061,Snow Shoe borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,71672,2584510,Snydertown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,72416,2584512,South Philipsburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,73288,2390333,Spring Mills CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,73808,1215063,State College borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,74544,2390361,Stormstown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,77016,2633698,Toftrees CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,78616,1215064,Unionville borough,INCORPORATED PLACE,C5,A
PA,42,27,Centre County,86432,2390540,Woodward CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,86936,2805579,Yarnell CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,27,Centre County,87320,2390556,Zion CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,3384,1215065,Atglen borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,3656,1215066,Avondale borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,5904,2584439,Berwyn CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,10816,2634650,Caln CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,12440,2805473,Chadds Ford CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,13216,2389314,Chesterbrook CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,13418,2633700,Cheyney University CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,29,Chester County,14712,1215067,Coatesville city,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,14808,2634651,Cochranville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,19040,2584450,Devon CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,19232,2805484,Dilworthtown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,19752,1215068,Downingtown borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,20600,2805487,Eagle CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,20662,2584451,Eagleview CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,23440,1215069,Elverson borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,24440,2389056,Exton CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,27616,2805502,Frazer CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,29704,2805507,Glenmoore CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,32280,2812901,Hamorton CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,33328,2812904,Hayti CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,35528,1215070,Honey Brook borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,39272,2389994,Kenilworth CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,39352,1215071,Kennett Square borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,39648,2805515,Kimberton CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,43544,2633701,Lincoln University CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,29,Chester County,43744,2390079,Lionville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,46792,1215072,Malvern borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,47728,2812902,Marshallton CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,50232,1215073,Modena borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,55704,2805534,Nottingham CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,57480,1215074,Oxford borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,57816,2389637,Paoli CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,58032,1215075,Parkesburg borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,60120,1215076,Phoenixville borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,61968,2634653,Pomeroy CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,62872,2805545,Pughtown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,67104,2805557,Sadsburyville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,72072,1215077,South Coatesville borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,72432,2390325,South Pottstown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,72920,1215078,Spring City borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,76584,2390385,Thorndale CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,77144,2390397,Toughkenamon CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,78624,2812903,Unionville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,29,Chester County,82704,1215079,West Chester borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,83104,1215080,West Grove borough,INCORPORATED PLACE,C5,A
PA,42,29,Chester County,84248,2634654,Westwood CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,31,Clarion County,10792,1215081,Callensburg borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,13800,1215082,Clarion borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,17440,2630003,Crown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,31,Clarion County,20840,1215083,East Brady borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,23568,1217323,Emlenton borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,27112,1215084,Foxburg borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,33216,1215085,Hawthorn borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,40272,1215086,Knox borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,42328,2630020,Leeper CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,31,Clarion County,47404,2634245,Marianne CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,31,Clarion County,53248,1215087,New Bethlehem borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,64904,1215088,Rimersburg borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,67384,1215089,St. Petersburg borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,70368,1215090,Shippenville borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,71176,1215091,Sligo borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,74728,1215092,Strattanville borough,INCORPORATED PLACE,C5,A
PA,42,31,Clarion County,78120,2630044,Tylersburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,31,Clarion County,80384,2630045,Vowinckel CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,2072,2629995,Allport CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,6280,2629996,Bigler CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,8744,1215093,Brisbin borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,10280,1215094,Burnside borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,13240,1215095,Chester Hill borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,14064,1215096,Clearfield borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,14656,1215097,Coalport borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,17840,1215098,Curwensville borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,20136,1215099,DuBois city,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,25136,1217324,Falls Creek borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,29632,1215100,Glen Hope borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,30280,1215101,Grampian borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,30528,2630010,Grassflat CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,33184,2630014,Hawk Run CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,35928,1215102,Houtzdale borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,36568,2389965,Hyde CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,37192,1215103,Irvona borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,40680,2630019,Kylertown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,46568,1215105,Mahaffey borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,51120,2634247,Morrisdale CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,53336,1215106,Newburg borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,54344,1215107,New Washington borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,56488,2634250,Oklahoma CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,57232,1215108,Osceola Mills borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,61704,2389689,Plymptonville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,63360,1215109,Ramey borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,67784,2389802,Sandy CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,77335,2390401,Treasure Lake CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,77568,1215110,Troutville borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,80640,1215111,Wallaceton borough,INCORPORATED PLACE,C5,A
PA,42,33,Clearfield County,82792,2634276,West Decatur CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,33,Clearfield County,83736,1215112,Westover borough,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,3632,1215113,Avis borough,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,4984,1215114,Beech Creek borough,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,11648,2389285,Castanea CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,14368,2805476,Clintondale CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,20416,2389424,Dunnstown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,25376,2805495,Farwell CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,26296,1215115,Flemington borough,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,41104,2634235,Lamar CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,44128,1215116,Lock Haven city,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,44400,1215117,Loganton borough,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,46112,2634238,McElhattan CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,49760,1215118,Mill Hall borough,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,54784,2805533,North Bend CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,63496,2634269,Rauchtown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,64200,1215119,Renovo borough,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,66384,2630037,Rote CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,67624,2805558,Salona CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,72448,1215120,South Renovo borough,INCORPORATED PLACE,C5,A
PA,42,35,Clinton County,78144,2805573,Tylersville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,35,Clinton County,86472,2805577,Woolrich CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,2088,2389126,Almedia CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,2968,2389146,Aristes CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,3264,1215543,Ashland borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,5680,1215122,Benton borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,5888,1215123,Berwick borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,7128,1215124,Bloomsburg town,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,8472,2086573,Briar Creek borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,9792,2389257,Buckhorn CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,11736,1215125,Catawissa borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,12312,1215126,Centralia borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,24088,2389050,Espy CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,24448,2389057,Eyers Grove CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,25744,2389080,Fernville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,26984,2389805,Foundryville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,37024,2389970,Iola CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,37728,2389979,Jamison City CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,38152,2389986,Jerseytown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,38392,2389989,Jonestown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,43224,2390064,Lightstreet CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,43320,2390067,Lime Ridge CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,44224,2390087,Locustdale CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,46720,2390110,Mainville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,49312,2389482,Mifflinville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,49944,1215127,Millville borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,55792,2389597,Numidia CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,56912,1215128,Orangeville borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,65872,2389769,Rohrsburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,66696,2389788,Rupert CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,71056,2390305,Slabtown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,74184,1215129,Stillwater borough,INCORPORATED PLACE,C5,A
PA,42,37,Columbia County,80656,2390447,Waller CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,85076,2390513,Wilburton Number One CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,37,Columbia County,85078,2390514,Wilburton Number Two CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,372,2389118,Adamsville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,3440,2389157,Atlantic CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,7120,1215130,Blooming Valley borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,10912,1215131,Cambridge Springs borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,11072,2389274,Canadohta Lake CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,12184,1215132,Centerville borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,14800,1215133,Cochranton borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,15744,1215134,Conneaut Lake borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,15755,2389354,Conneaut Lakeshore CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,39,Crawford County,15760,1215135,Conneautville borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,27648,2389811,Fredericksburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,28768,2389835,Geneva CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,31840,2389888,Guys Mills CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,32656,2389901,Harmonsburg CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,32976,2389908,Hartstown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,36616,1215136,Hydetown borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,39504,2633702,Kerrtown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,43552,2390071,Lincolnville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,43656,1215137,Linesville borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,48360,1215138,Meadville city,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,63009,2389715,Pymatuning Central CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,39,Crawford County,63011,2389716,Pymatuning North CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,39,Crawford County,63013,2389717,Pymatuning South CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,39,Crawford County,64440,2389747,Riceville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,39,Crawford County,67120,1215139,Saegertown borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,72704,1215140,Spartansburg borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,72872,1215141,Springboro borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,76904,1215142,Titusville city,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,77232,1215143,Townville borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,79912,1215144,Venango borough,INCORPORATED PLACE,C5,A
PA,42,39,Crawford County,86160,1215145,Woodcock borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,7472,2389224,Boiling Springs CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,41,Cumberland County,11000,1215146,Camp Hill borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,11272,1215147,Carlisle borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,11280,2804361,Carlisle Barracks CDP,CENSUS DESIGNATED PLACE,M2,S
PA,42,41,Cumberland County,23744,2389046,Enola CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,41,Cumberland County,42648,1215148,Lemoyne borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,44824,2390095,Lower Allen CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,41,Cumberland County,48376,1215149,Mechanicsburg borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,48868,2633703,Messiah College CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,41,Cumberland County,51592,1215150,Mount Holly Springs borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,53344,1215151,Newburg borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,53464,1215152,New Cumberland borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,53752,2389542,New Kingstown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,41,Cumberland County,54320,1215153,Newville borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,61080,2389679,Plainfield CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,41,Cumberland County,68188,2390261,Schlusser CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,41,Cumberland County,70352,1217325,Shippensburg borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,70362,2633704,Shippensburg University CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,41,Cumberland County,70384,1215154,Shiremanstown borough,INCORPORATED PLACE,C5,A
PA,42,41,Cumberland County,82920,2390470,West Fairview CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,41,Cumberland County,86528,1215156,Wormleysburg borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,5856,1215157,Berrysburg borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,8432,2633300,Bressler CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,15328,2389347,Colonial Park CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,18272,1215158,Dauphin borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,23024,1215159,Elizabethville borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,23704,2633302,Enhaut CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,30600,1215160,Gratz borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,32032,1215161,Halifax borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,32800,1215162,Harrisburg city,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,34144,2389920,Hershey CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,34664,1215163,Highspire borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,36232,1215164,Hummelstown borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,41944,2390042,Lawnton CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,42704,2630021,Lenkerville CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,43672,2390074,Linglestown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,45592,2086583,Lykens borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,49128,1215165,Middletown borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,49680,1215166,Millersburg borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,56264,2633309,Oberlin CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,57648,2630032,Palmdale CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,58504,1215167,Paxtang borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,58528,2389649,Paxtonia CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,58712,1215168,Penbrook borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,60264,1215169,Pillow borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,62736,2389711,Progress CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,66560,1215170,Royalton borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,66864,2389792,Rutherford CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,71032,2390304,Skyline View CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,73888,1215171,Steelton borough,INCORPORATED PLACE,C5,A
PA,42,43,Dauphin County,78472,2634275,Union Deposit CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,43,Dauphin County,84968,2630049,Wiconsico CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,43,Dauphin County,85320,1215172,Williamstown borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,676,1215173,Aldan borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,2896,2389145,Ardmore CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,7616,2389226,Boothwyn CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,9080,1215174,Brookhaven borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,9248,2389251,Broomall CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,9728,2389255,Bryn Mawr CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,12440,2805473,Chadds Ford CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,13208,1215175,Chester city,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,13232,1215176,Chester Heights borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,13418,2633700,Cheyney University CDP,CENSUS DESIGNATED PLACE,U2,S
PA,42,45,Delaware County,14264,1215177,Clifton Heights borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,15232,1215178,Collingdale borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,15432,1215179,Colwyn borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,18152,1215180,Darby borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,19232,2805484,Dilworthtown CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,19920,2389416,Drexel Hill CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,21384,1215181,East Lansdowne borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,22296,1215182,Eddystone borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,26408,1215183,Folcroft borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,26432,2389093,Folsom CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,29720,1215184,Glenolden borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,33154,2633706,Haverford College CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,41440,1215185,Lansdowne borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,43272,2390065,Lima CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,43720,2390078,Linwood CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,47344,1215186,Marcus Hook borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,48480,1215187,Media borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,49504,1215188,Millbourne borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,51176,1215189,Morton borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,55664,1215190,Norwood borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,58176,1215191,Parkside borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,62792,1215192,Prospect Park borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,64832,1215193,Ridley Park borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,66144,2812907,Rosemont CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,66192,1215194,Rose Valley borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,66928,1215195,Rutledge borough,INCORPORATED PLACE,C5,A
PA,42,45,Delaware County,67264,2805567,St. Davids CDP,CENSUS DESIGNATED PLACE,U1,S
PA,42,45,Delaware County,69752,1215196,Sharon Hill borough,INCORPORATED PLACE,C5,A
